Distributor,Region,City,Retailer,Store Code,Address,Latitude,Longitude,Phone,Blue Band Margarine,Lipton Yellow Label Tea,Royco Bouillon Cubes,Knorr Bouillon Cubes,OMO Detergent,Sunlight Washing Powder,Sunlight Dishwashing Liquid,Close-Up Toothpaste,Pepsodent Toothpaste,Lux Soap,Lifebuoy Soap,Rexona,Pears,Vaseline,Axe Body Spray
LOBIC GLOBAL MERCHANTILE COY,South East,Awka,Golden Bazaar,RET-SOU-8161,"20 Broad Street, Awka",6.205018,7.071239,2347106426083,109,245,190,249,127,173,60,180,165,42,151,177,138,20,148
LOBIC GLOBAL MERCHANTILE COY,South East,Enugu,Unity Stores,RET-SOU-7313,"149 Broad Street, Enugu",6.476964,7.547928,2347407109638,212,235,174,208,170,96,153,248,97,147,67,246,144,141,54
LOBIC GLOBAL MERCHANTILE COY,South East,Onitsha,Unity Outlet,RET-SOU-3751,"146 Palm Street, Onitsha",6.13342,6.798156,2349075794267,233,153,84,27,108,14,50,177,224,63,189,97,20,91,224
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Best Stores,RET-SOU-2672,"42 Palm Street, Aba",5.126134,7.360119,2347910606592,10,183,230,64,80,176,244,81,217,148,14,99,200,23,238
LOBIC GLOBAL MERCHANTILE COY,South East,Umuahia,City Outlet,RET-SOU-8715,"13 Broad Street, Umuahia",5.545885,7.473912,2347657123236,48,95,29,95,61,54,15,96,160,242,137,51,22,173,158
LOBIC GLOBAL MERCHANTILE COY,South East,Onitsha,Green Center,RET-SOU-3662,"107 Palm Street, Onitsha",6.162024,6.798937,2348246094534,189,158,59,34,13,201,210,129,73,37,31,92,200,129,65
LOBIC GLOBAL MERCHANTILE COY,South East,Onitsha,Top Shop,RET-SOU-7962,"61 Market Street, Onitsha",6.136347,6.79834,2347391356663,166,59,161,244,220,76,43,64,23,118,126,106,143,44,99
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Fresh Center,RET-SOU-4834,"57 Kings Street, Aba",5.103362,7.35,2349056609843,184,198,142,234,185,117,168,235,150,216,233,53,124,49,150
LOBIC GLOBAL MERCHANTILE COY,South East,Onitsha,Market Hub,RET-SOU-5915,"34 Broad Street, Onitsha",6.146822,6.784828,2348817530698,181,213,64,27,137,220,118,245,115,182,204,194,77,129,210
LOBIC GLOBAL MERCHANTILE COY,South East,Owerri,Daily Supermarket,RET-SOU-7463,"30 Kings Street, Owerri",5.468215,7.038447,2347213170282,101,237,142,150,14,228,92,124,183,81,233,181,49,37,179
LOBIC GLOBAL MERCHANTILE COY,South East,Onitsha,Choice Center,RET-SOU-2497,"72 Unity Street, Onitsha",6.155364,6.795696,2347997976523,60,89,100,190,92,114,209,111,167,142,160,241,142,85,242
LOBIC GLOBAL MERCHANTILE COY,South East,Umuahia,Unity Corner,RET-SOU-9364,"65 Kings Street, Umuahia",5.544282,7.472292,2348052686757,47,165,105,73,249,193,29,13,184,55,184,132,139,163,100
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Value Shop,RET-SOU-5656,"27 Allen Street, Aba",5.1196,7.380132,2348037837813,205,231,109,181,241,77,155,88,120,218,45,77,72,187,58
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Royal Bazaar,RET-SOU-7057,"91 Kings Street, Aba",5.11719,7.3806,2347491607168,158,30,221,42,199,100,147,135,80,204,167,32,242,92,228
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Unity Center,RET-SOU-8596,"61 Kings Street, Aba",5.090301,7.355398,2348715616962,160,224,92,164,164,126,219,39,151,10,137,174,226,180,164
LOBIC GLOBAL MERCHANTILE COY,South East,Aba,Super Retail,RET-SOU-5418,"66 Kings Street, Aba",5.091228,7.359946,2348723250999,100,156,137,222,235,125,27,18,133,218,48,26,191,127,50
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Unity Bazaar,RET-SOU-2774,"143 Kings Street, Aba",5.088293,7.354957,2348325426016,189,150,33,159,176,14,102,136,128,151,150,237,37,103,65
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Super Outlet,RET-SOU-1681,"90 Allen Street, Umuahia",5.531935,7.493862,2348116323027,55,59,163,43,125,83,202,250,187,118,226,42,159,108,178
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Urban Stores,RET-SOU-2558,"27 Kings Street, Awka",6.198056,7.073647,2348161089571,207,206,71,129,137,209,250,28,63,150,141,232,153,30,133
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Super Outlet,RET-SOU-3846,"33 Broad Street, Aba",5.117483,7.349763,2348895639358,83,133,65,71,134,155,112,36,160,180,127,31,42,98,19
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Unity Hub,RET-SOU-9618,"28 Palm Street, Umuahia",5.512161,7.488569,2347909308590,192,54,121,186,250,158,224,20,148,96,24,153,138,32,38
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Prime Mart,RET-SOU-3890,"22 Commercial Street, Aba",5.116712,7.382145,2349048414570,247,121,61,129,166,103,193,48,193,146,73,122,154,178,194
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Family Hub,RET-SOU-8643,"98 Allen Street, Umuahia",5.516336,7.483129,2348211470607,187,97,146,195,95,209,236,211,217,186,61,173,226,91,27
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Golden Shop,RET-SOU-5974,"120 Palm Street, Enugu",6.455173,7.540606,2348389865360,181,103,159,22,250,189,139,76,241,77,96,100,237,175,73
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Green Bazaar,RET-SOU-1124,"134 Kings Street, Awka",6.22101,7.076939,2349057066496,189,108,131,190,135,42,124,111,14,138,150,246,67,29,86
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Best Bazaar,RET-SOU-1923,"57 Unity Street, Aba",5.111157,7.368119,2348364769659,141,47,94,72,228,202,242,185,207,53,188,44,250,141,28
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Unity Hub,RET-SOU-7419,"13 Broad Street, Enugu",6.454267,7.551901,2347986634010,86,204,119,223,48,57,229,135,230,42,85,48,142,108,236
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Top Bazaar,RET-SOU-5549,"7 Palm Street, Umuahia",5.529904,7.481732,2347609284364,163,75,164,83,136,102,106,196,88,207,113,87,13,91,105
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Onitsha,Urban Retail,RET-SOU-1873,"38 Market Street, Onitsha",6.128887,6.805236,2348844680644,104,36,66,169,163,191,66,32,83,182,126,61,116,41,183
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Family Hub,RET-SOU-5554,"105 Broad Street, Umuahia",5.539051,7.474389,2347015217374,92,236,135,109,248,172,172,69,148,88,187,99,74,224,207
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Green Hub,RET-SOU-9367,"23 Allen Street, Enugu",6.447369,7.54813,2348178077335,62,97,29,183,188,234,146,125,232,230,10,23,16,62,69
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Unity Shop,RET-SOU-1965,"51 Unity Street, Umuahia",5.522798,7.481803,2348375269250,135,121,140,11,95,165,74,173,206,148,91,81,210,161,23
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Royal Shop,RET-SOU-9440,"26 Palm Street, Owerri",5.473877,7.042664,2347954218261,31,127,140,185,74,243,163,198,222,34,237,175,100,85,235
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Super Center,RET-SOU-9670,"78 Kings Street, Owerri",5.48393,7.049713,2348423914698,207,151,215,143,58,106,94,99,116,177,217,186,216,51,163
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Unity Stores,RET-SOU-2570,"12 Palm Street, Owerri",5.500906,7.016118,2347704192938,47,178,50,166,191,186,166,59,131,41,187,111,50,125,77
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Fresh Corner,RET-SOU-1964,"79 Unity Street, Owerri",5.501552,7.049203,2348276576948,85,245,176,103,157,217,13,187,67,222,19,226,22,27,240
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Smart Supermarket,RET-SOU-6592,"23 Broad Street, Aba",5.090417,7.35081,2348384542602,12,245,57,199,28,234,13,75,106,223,118,33,126,42,129
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Prime Outlet,RET-SOU-6601,"128 Palm Street, Enugu",6.4699,7.539362,2347665826182,66,119,186,47,235,243,146,203,25,33,85,116,80,39,133
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Golden Outlet,RET-SOU-1109,"92 Palm Street, Enugu",6.442886,7.527465,2348062923435,41,71,41,49,18,202,189,142,143,226,213,191,89,191,229
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Daily Center,RET-SOU-9791,"26 Palm Street, Enugu",6.465847,7.563018,2348086481497,49,106,55,174,172,67,15,176,22,22,146,114,151,204,73
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Onitsha,Golden Hub,RET-SOU-2421,"115 Palm Street, Onitsha",6.133412,6.787855,2348556529991,70,168,113,122,66,87,15,205,26,231,134,11,29,148,201
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Smart Corner,RET-SOU-7272,"22 Market Street, Owerri",5.498854,7.050114,2347532593633,95,122,242,54,100,185,49,183,99,11,157,41,59,169,41
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Unity Supermarket,RET-SOU-1137,"91 Unity Street, Awka",6.213213,7.074602,2347140642644,74,200,41,106,226,178,134,60,73,81,15,13,247,140,45
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Super Stores,RET-SOU-6433,"7 Broad Street, Awka",6.197446,7.078143,2347391201591,246,118,209,208,105,143,232,129,218,219,86,17,187,65,230
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Owerri,Daily Bazaar,RET-SOU-8469,"47 Commercial Street, Owerri",5.46954,7.04498,2347994760687,211,149,28,118,247,211,167,152,74,226,107,52,45,117,93
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Value Hub,RET-SOU-2434,"9 Market Street, Awka",6.192037,7.060505,2348451416147,225,49,41,63,120,50,143,98,26,182,120,37,179,176,41
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Royal Retail,RET-SOU-9385,"8 Broad Street, Enugu",6.478219,7.557237,2349012207703,106,12,48,103,169,47,179,114,138,233,33,114,122,161,158
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Unity Supermarket,RET-SOU-9794,"66 Kings Street, Aba",5.101796,7.364937,2347011276173,11,135,30,159,90,84,95,105,36,17,18,55,95,154,38
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Elite Mart,RET-SOU-9400,"140 Allen Street, Enugu",6.47672,7.550332,2347454163381,145,186,128,43,197,124,83,180,36,169,103,137,196,104,23
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Family Supermarket,RET-SOU-4018,"48 Commercial Street, Awka",6.19172,7.089904,2348929514750,54,217,34,218,182,12,40,134,36,190,50,123,126,111,243
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Royal Center,RET-SOU-3153,"144 Allen Street, Enugu",6.441228,7.560525,2348387008330,245,146,190,209,25,135,141,194,121,224,53,148,91,202,72
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Enugu,Fresh Stores,RET-SOU-3529,"93 Palm Street, Enugu",6.441945,7.545888,2347434332332,246,17,159,97,209,221,188,51,161,176,118,137,130,80,27
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Aba,Value Retail,RET-SOU-7710,"27 Broad Street, Aba",5.099193,7.379939,2348532227896,114,122,202,212,32,49,133,132,246,153,19,179,38,233,21
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Express Supermarket,RET-SOU-4063,"60 Kings Street, Awka",6.200777,7.086006,2347060111717,45,66,187,171,36,176,176,190,84,142,214,184,170,172,189
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Awka,Green Retail,RET-SOU-2632,"146 Commercial Street, Awka",6.2146,7.082026,2347722735174,79,48,212,51,86,88,230,29,204,61,114,151,127,115,196
SAM-&-MARTHA-INV INVESTMENT LTD,South East,Umuahia,Choice Supermarket,RET-SOU-6185,"123 Kings Street, Umuahia",5.52662,7.492104,2347831949278,171,242,135,229,43,178,43,119,37,109,88,200,200,228,67
ONABOWALE - LAGOS,North Central,Lokoja,Choice Hub,RET-NOR-3102,"17 Allen Street, Lokoja",7.807141,6.731948,2348533033593,148,120,201,55,173,157,94,214,158,170,166,115,141,33,125
ONABOWALE - LAGOS,North Central,Abuja,Top Bazaar,RET-NOR-6593,"9 Commercial Street, Abuja",9.063533,7.389458,2347091823355,40,87,73,244,38,140,59,19,173,120,214,113,75,10,241
ONABOWALE - LAGOS,North Central,Ilorin,Market Shop,RET-NOR-1089,"60 Palm Street, Ilorin",8.490886,4.556891,2349027851235,225,206,245,117,238,203,180,109,54,127,66,222,214,209,68
ONABOWALE - LAGOS,North Central,Jos,Elite Stores,RET-NOR-2198,"111 Commercial Street, Jos",9.890772,8.877417,2347103358888,212,196,48,175,117,143,53,27,45,170,204,43,237,217,140
ONABOWALE - LAGOS,North Central,Lokoja,Urban Stores,RET-NOR-6020,"81 Kings Street, Lokoja",7.798289,6.75626,2347903062956,152,104,153,217,57,158,87,214,249,101,220,194,28,248,44
ONABOWALE - LAGOS,North Central,Ilorin,Top Bazaar,RET-NOR-6029,"70 Palm Street, Ilorin",8.514187,4.556697,2348259836164,100,181,104,198,100,67,218,102,59,220,63,116,119,127,170
ONABOWALE - LAGOS,North Central,Abuja,Express Stores,RET-NOR-4249,"82 Unity Street, Abuja",9.06555,7.418429,2348386299526,164,148,50,169,194,78,203,139,126,53,227,143,123,121,66
ONABOWALE - LAGOS,North Central,Jos,Elite Bazaar,RET-NOR-7210,"18 Palm Street, Jos",9.883299,8.859811,2347764185562,144,34,10,183,121,62,104,21,206,72,231,124,50,99,57
ONABOWALE - LAGOS,North Central,Makurdi,Top Outlet,RET-NOR-6873,"3 Allen Street, Makurdi",7.738566,8.549674,2347188271023,219,110,182,203,22,45,245,114,28,100,107,14,116,28,39
ONABOWALE - LAGOS,North Central,Ilorin,Value Bazaar,RET-NOR-4821,"14 Palm Street, Ilorin",8.488568,4.568419,2347256772576,231,62,31,64,202,200,230,192,247,216,150,145,160,73,203
ONABOWALE - LAGOS,North Central,Abuja,Prime Corner,RET-NOR-6551,"19 Commercial Street, Abuja",9.07559,7.408872,2348593098589,21,226,125,248,172,60,76,248,198,42,112,15,76,126,26
ONABOWALE - LAGOS,North Central,Makurdi,Family Corner,RET-NOR-8679,"67 Unity Street, Makurdi",7.742631,8.532393,2347246550204,225,125,86,84,249,230,140,26,17,174,53,84,208,227,56
ONABOWALE - LAGOS,North Central,Jos,City Supermarket,RET-NOR-7626,"5 Kings Street, Jos",9.900672,8.870254,2347294053801,139,247,55,116,21,189,227,64,126,203,221,70,10,132,222
ONABOWALE - LAGOS,North Central,Lokoja,Choice Hub,RET-NOR-7713,"133 Market Street, Lokoja",7.814579,6.746506,2348161207391,168,55,228,182,91,173,102,181,16,61,71,66,174,159,174
ONABOWALE - LAGOS,North Central,Abuja,Unity Hub,RET-NOR-1411,"137 Market Street, Abuja",9.068236,7.413249,2347180556595,246,223,202,115,125,12,214,44,55,81,100,165,119,59,57
ONABOWALE - LAGOS,North Central,Lokoja,Market Shop,RET-NOR-2761,"121 Broad Street, Lokoja",7.791234,6.727692,2348045580615,242,233,180,20,183,57,141,235,93,122,139,182,126,191,17
ONABOWALE - LAGOS,North Central,Jos,City Corner,RET-NOR-3956,"51 Unity Street, Jos",9.895147,8.862153,2348062624257,173,186,227,67,94,140,125,226,77,82,58,84,12,143,165
ONABOWALE - LAGOS,North Central,Jos,Choice Center,RET-NOR-4867,"78 Commercial Street, Jos",9.883962,8.851764,2347580305153,129,187,177,43,70,204,31,127,24,186,119,68,81,19,172
ONABOWALE - LAGOS,North Central,Lokoja,Green Corner,RET-NOR-9932,"2 Palm Street, Lokoja",7.782352,6.740414,2348100752371,37,79,119,89,111,248,204,210,50,17,135,217,247,177,37
ONABOWALE - LAGOS,North Central,Makurdi,Express Hub,RET-NOR-9110,"115 Kings Street, Makurdi",7.727313,8.549269,2348537959749,227,171,116,52,18,104,15,163,152,51,192,45,129,227,134
ONABOWALE - LAGOS,North Central,Makurdi,Prime Retail,RET-NOR-3208,"37 Broad Street, Makurdi",7.744278,8.536975,2347963337139,158,197,188,147,86,41,187,10,63,52,96,155,128,12,245
ONABOWALE - LAGOS,North Central,Lokoja,Daily Supermarket,RET-NOR-2964,"30 Palm Street, Lokoja",7.816456,6.7381,2347503785249,187,101,236,249,53,168,19,154,211,230,178,234,94,65,135
ONABOWALE - LAGOS,North Central,Abuja,Smart Mart,RET-NOR-7695,"73 Unity Street, Abuja",9.08824,7.397436,2348243177035,101,82,193,207,71,74,13,86,199,17,92,141,166,80,12
ONABOWALE - LAGOS,North Central,Abuja,Elite Corner,RET-NOR-5340,"127 Unity Street, Abuja",9.084689,7.402721,2347689264537,197,15,86,36,18,174,99,134,114,237,87,144,172,168,116
ONABOWALE - LAGOS,North Central,Makurdi,Daily Hub,RET-NOR-4016,"92 Kings Street, Makurdi",7.735612,8.531176,2347643846988,223,224,241,28,190,45,208,183,140,112,206,112,24,45,56
ONABOWALE - LAGOS,North Central,Jos,Choice Shop,RET-NOR-5227,"134 Allen Street, Jos",9.878401,8.87258,2349084448795,139,80,182,180,117,43,68,139,156,167,40,99,210,136,188
ONABOWALE - LAGOS,North Central,Makurdi,Smart Outlet,RET-NOR-4975,"16 Kings Street, Makurdi",7.746852,8.515766,2348972466232,248,241,114,146,58,200,10,53,44,87,176,204,90,207,235
ONABOWALE - LAGOS,North Central,Lokoja,Elite Outlet,RET-NOR-2755,"28 Market Street, Lokoja",7.791098,6.735081,2347798857256,66,28,176,239,207,131,151,122,170,124,84,44,222,128,10
ONABOWALE - LAGOS,North Central,Ilorin,Choice Retail,RET-NOR-8700,"113 Unity Street, Ilorin",8.486242,4.56616,2347294063568,152,165,116,91,106,166,103,52,179,86,232,66,245,131,204
ONABOWALE - LAGOS,North Central,Abuja,Mega Shop,RET-NOR-6432,"129 Palm Street, Abuja",9.0763,7.412704,2347763284238,234,66,133,102,215,177,164,162,102,134,224,202,17,198,149
ONABOWALE - LAGOS,North Central,Abuja,Express Supermarket,RET-NOR-9767,"106 Allen Street, Abuja",9.075965,7.39948,2347907727275,226,216,112,241,150,82,211,132,153,127,184,162,48,144,165
ONABOWALE - LAGOS,North Central,Ilorin,Best Shop,RET-NOR-2306,"148 Commercial Street, Ilorin",8.502694,4.535388,2348290904859,202,74,189,26,158,207,174,55,115,189,200,65,68,183,118
ONABOWALE - LAGOS,North Central,Abuja,Smart Mart,RET-NOR-1858,"62 Allen Street, Abuja",9.096248,7.38822,2347910332522,231,204,66,90,193,129,37,59,147,24,83,181,220,142,143
ONABOWALE - LAGOS,North Central,Makurdi,Daily Mart,RET-NOR-1048,"28 Allen Street, Makurdi",7.734212,8.527721,2348233673970,88,161,77,195,68,10,193,217,208,177,86,34,186,234,126
ONABOWALE - LAGOS,North Central,Ilorin,Family Mart,RET-NOR-8783,"103 Unity Street, Ilorin",8.515939,4.539565,2348041066923,52,229,52,229,99,81,171,181,157,69,148,51,43,27,54
ONABOWALE - LAGOS,North Central,Makurdi,Daily Center,RET-NOR-5489,"55 Allen Street, Makurdi",7.744339,8.539092,2347133077811,108,156,82,180,101,173,178,50,218,14,163,73,109,104,101
ONABOWALE - LAGOS,North Central,Lokoja,Family Bazaar,RET-NOR-5976,"45 Palm Street, Lokoja",7.797496,6.755767,2348376686306,180,214,98,62,126,49,96,99,194,206,109,44,38,29,242
ONABOWALE - LAGOS,North Central,Jos,Unity Stores,RET-NOR-5749,"5 Commercial Street, Jos",9.900924,8.843551,2348141535873,79,60,33,215,150,226,175,98,60,190,154,133,123,16,248
ONABOWALE - LAGOS,North Central,Ilorin,Green Supermarket,RET-NOR-3536,"140 Commercial Street, Ilorin",8.484289,4.565314,2347499594716,37,57,25,129,88,226,23,143,238,127,212,98,202,107,77
ONABOWALE - LAGOS,North Central,Jos,Urban Outlet,RET-NOR-3294,"100 Kings Street, Jos",9.901484,8.861888,2347284062104,235,83,191,55,81,225,182,231,141,58,122,60,209,124,211
VANCREST GLOBAL VENTURE,North West,Zaria,Fresh Outlet,RET-NOR-3694,"109 Kings Street, Zaria",11.128037,7.719064,2348146348216,114,101,244,178,239,105,69,65,20,116,61,102,16,62,237
VANCREST GLOBAL VENTURE,North West,Katsina,Fresh Retail,RET-NOR-5609,"137 Market Street, Katsina",12.978801,7.604127,2347561084437,68,233,187,71,100,61,198,213,213,227,136,113,75,164,121
VANCREST GLOBAL VENTURE,North West,Zaria,Green Shop,RET-NOR-8810,"96 Allen Street, Zaria",11.112153,7.705722,2348613063437,247,63,22,80,222,25,123,116,224,52,24,96,234,48,31
VANCREST GLOBAL VENTURE,North West,Kano,Daily Stores,RET-NOR-2864,"71 Commercial Street, Kano",12.010547,8.594743,2348805065123,117,247,46,241,57,208,54,27,213,221,169,25,73,149,228
VANCREST GLOBAL VENTURE,North West,Zaria,Royal Mart,RET-NOR-4541,"138 Broad Street, Zaria",11.092972,7.716726,2347669467353,79,63,121,53,223,42,66,218,141,143,22,170,113,32,226
VANCREST GLOBAL VENTURE,North West,Katsina,Top Outlet,RET-NOR-2311,"98 Allen Street, Katsina",12.975315,7.591998,2348255911530,54,109,104,94,34,96,95,176,184,43,62,94,161,46,66
VANCREST GLOBAL VENTURE,North West,Katsina,Urban Mart,RET-NOR-7130,"80 Allen Street, Katsina",13.000555,7.594588,2347294109526,101,145,113,180,151,56,216,14,72,221,19,245,67,120,116
VANCREST GLOBAL VENTURE,North West,Kaduna,City Center,RET-NOR-1820,"53 Kings Street, Kaduna",10.500884,7.409058,2348941566691,155,125,184,58,148,193,124,204,112,243,135,94,250,222,200
VANCREST GLOBAL VENTURE,North West,Sokoto,Fresh Bazaar,RET-NOR-4752,"61 Market Street, Sokoto",13.018335,5.233411,2347087467000,70,23,42,97,248,142,57,37,64,67,162,86,237,96,199
VANCREST GLOBAL VENTURE,North West,Katsina,Express Mart,RET-NOR-8566,"3 Allen Street, Katsina",12.999189,7.606928,2348831698600,17,110,79,104,182,249,161,118,58,149,192,126,136,43,145
VANCREST GLOBAL VENTURE,North West,Katsina,Super Corner,RET-NOR-5907,"55 Commercial Street, Katsina",13.002103,7.6029,2348521698035,170,146,178,122,28,227,208,110,130,130,222,197,179,114,242
VANCREST GLOBAL VENTURE,North West,Zaria,City Mart,RET-NOR-8629,"2 Palm Street, Zaria",11.126893,7.719232,2347326588387,15,228,242,127,225,16,104,191,173,15,52,239,105,234,16
VANCREST GLOBAL VENTURE,North West,Zaria,Unity Bazaar,RET-NOR-9777,"59 Palm Street, Zaria",11.091303,7.727229,2347461831067,91,65,188,106,102,36,146,244,199,202,91,233,137,144,123
VANCREST GLOBAL VENTURE,North West,Katsina,Green Retail,RET-NOR-6417,"27 Unity Street, Katsina",13.005063,7.606826,2347978697418,61,99,203,17,43,88,160,219,75,230,48,187,159,75,92
VANCREST GLOBAL VENTURE,North West,Zaria,Unity Mart,RET-NOR-2389,"149 Kings Street, Zaria",11.117627,7.707746,2348381855562,54,124,26,57,227,180,125,243,39,39,59,133,52,21,162
VANCREST GLOBAL VENTURE,North West,Zaria,Express Stores,RET-NOR-3726,"115 Palm Street, Zaria",11.123834,7.705494,2348191940089,115,95,221,67,150,174,43,137,82,75,166,218,229,176,205
VANCREST GLOBAL VENTURE,North West,Kano,Express Outlet,RET-NOR-6025,"108 Allen Street, Kano",11.99485,8.586068,2347547409536,242,91,89,54,219,125,92,102,36,84,89,134,62,47,168
VANCREST GLOBAL VENTURE,North West,Zaria,Golden Retail,RET-NOR-8639,"87 Market Street, Zaria",11.114613,7.71117,2347102565200,42,136,206,27,198,86,193,112,202,126,20,227,58,103,82
VANCREST GLOBAL VENTURE,North West,Kaduna,Urban Outlet,RET-NOR-4611,"25 Palm Street, Kaduna",10.519467,7.430411,2347096256056,232,238,75,160,15,146,172,80,62,205,35,42,143,91,120
